frame_id,track_id,x1,y1,x2,y2
7.0,6.0,1680,703,1986,1216
7.0,7.0,2002,1248,2722,1591
7.0,8.0,2632,264,2914,592
7.0,9.0,2040,739,2378,1240
7.0,11.0,1472,1164,1768,1396
7.0,12.0,1136,1603,1498,1968
7.0,10.0,1546,1370,1965,1699
8.0,1.0,520,998,1066,1418
8.0,2.0,1208,679,1538,1176
8.0,3.0,1930,410,2338,840
8.0,4.0,2848,662,3242,1140
8.0,5.0,898,792,1218,1250
8.0,6.0,1672,700,1989,1233
8.0,7.0,2002,1248,2717,1588
8.0,8.0,2608,276,2898,612
8.0,9.0,2048,746,2384,1236
8.0,12.0,1128,1596,1496,1965
8.0,10.0,1450,1226,2058,1704
9.0,1.0,522,1010,1058,1416
9.0,2.0,1200,676,1541,1180
9.0,3.0,1936,412,2344,837
9.0,4.0,2818,664,3213,1137
9.0,5.0,896,796,1245,1293
9.0,6.0,1674,703,1989,1233
9.0,7.0,2000,1248,2714,1588
9.0,8.0,2584,288,2874,624
9.0,9.0,2042,746,2381,1240
9.0,10.0,1434,1356,1986,1694
10.0,1.0,528,1020,1064,1420
10.0,2.0,1210,672,1557,1176
10.0,3.0,1944,436,2336,837
10.0,4.0,2808,664,3208,1137
10.0,5.0,912,792,1272,1300
10.0,6.0,1674,700,1981,1221
10.0,7.0,2000,1243,2714,1588
10.0,8.0,2554,295,2845,624
10.0,9.0,2032,751,2378,1255
10.0,10.0,1464,1360,1984,1701
10.0,11.0,1464,1164,1765,1399
10.0,12.0,1120,1591,1496,1968
11.0,1.0,530,1022,1069,1428
11.0,2.0,1216,672,1570,1180
11.0,3.0,1938,444,2338,840
11.0,4.0,2802,674,3197,1140
11.0,5.0,922,792,1285,1308
11.0,6.0,1674,703,1981,1224
11.0,7.0,2002,1240,2717,1581
11.0,8.0,2544,292,2842,621
11.0,9.0,2034,756,2394,1272
11.0,10.0,1498,1334,1997,1706
11.0,11.0,1456,1164,1765,1404
12.0,1.0,544,1020,1080,1425
12.0,2.0,1202,667,1573,1188
12.0,3.0,1922,427,2346,844
12.0,4.0,2800,676,3197,1137
12.0,5.0,930,780,1306,1305
12.0,6.0,1672,703,1976,1219
12.0,7.0,1994,1243,2706,1584
12.0,8.0,2528,292,2832,621
12.0,9.0,2026,751,2397,1281
12.0,10.0,1504,1356,1992,1704
12.0,11.0,1434,1159,1773,1425
12.0,13.0,2,504,109,700
13.0,1.0,560,1022,1088,1425
13.0,2.0,1192,660,1578,1188
13.0,3.0,1922,434,2338,840
13.0,4.0,2784,676,3186,1137
13.0,5.0,944,782,1314,1303
13.0,6.0,1666,696,1973,1216
13.0,7.0,1984,1243,2693,1584
13.0,8.0,2514,300,2821,624
13.0,9.0,2016,746,2394,1288
13.0,10.0,1496,1358,1986,1704
13.0,11.0,1440,1159,1770,1423
13.0,13.0,0,504,104,700
14.0,1.0,562,1015,1101,1435
14.0,2.0,1184,662,1576,1180
14.0,3.0,1920,432,2344,837
14.0,4.0,2776,684,3186,1152
14.0,5.0,946,792,1317,1300
14.0,6.0,1658,696,1970,1224
14.0,7.0,1984,1240,2693,1581
14.0,8.0,2512,312,2818,626
14.0,9.0,2000,734,2373,1274
14.0,10.0,1482,1360,1981,1704
14.0,11.0,1416,1154,1776,1440
14.0,13.0,0,506,106,710
15.0,1.0,570,1010,1117,1444
15.0,2.0,1176,672,1565,1173
15.0,3.0,1912,432,2344,840
15.0,4.0,2760,676,3170,1152
15.0,5.0,938,804,1325,1336
15.0,6.0,1650,691,1965,1221
15.0,7.0,1984,1236,2701,1584
15.0,8.0,2490,324,2826,660
15.0,9.0,2000,734,2362,1262
15.0,10.0,1474,1358,1989,1704
15.0,11.0,1424,1152,1757,1416
15.0,13.0,0,499,120,744
15.0,12.0,1112,1598,1472,1960
16.0,1.0,570,1012,1141,1468
16.0,2.0,1176,684,1560,1164
16.0,3.0,1904,432,2344,844
16.0,4.0,2744,674,3170,1176
16.0,5.0,928,816,1333,1372
16.0,6.0,1648,688,1960,1212
16.0,7.0,1970,1216,2722,1584
16.0,8.0,2480,338,2829,676
16.0,9.0,2000,739,2354,1252
16.0,10.0,1464,1360,1981,1701
16.0,11.0,1418,1154,1741,1406
16.0,13.0,0,504,114,748
17.0,1.0,570,1008,1146,1476
17.0,2.0,1168,700,1565,1180
17.0,3.0,1898,434,2341,847
17.0,4.0,2738,679,3178,1197
17.0,5.0,938,828,1317,1348
17.0,6.0,1650,688,1957,1209
17.0,7.0,1962,1204,2722,1581
17.0,8.0,2464,348,2829,693
17.0,9.0,2002,739,2354,1248
17.0,10.0,1448,1360,1968,1701
17.0,11.0,1408,1152,1738,1404
17.0,13.0,0,506,136,801
17.0,12.0,1098,1596,1466,1968
18.0,1.0,560,1003,1130,1480
18.0,2.0,1160,698,1576,1190
18.0,3.0,1890,432,2338,840
18.0,4.0,2738,679,3178,1204
18.0,5.0,936,840,1320,1368
18.0,6.0,1658,708,1957,1216
18.0,7.0,1968,1202,2720,1581
18.0,8.0,2448,352,2816,688
18.0,9.0,2008,739,2360,1245
18.0,10.0,1440,1368,1954,1704
18.0,11.0,1394,1142,1738,1406
18.0,13.0,0,504,154,816
19.0,1.0,554,1003,1117,1485
19.0,2.0,1152,696,1576,1188
19.0,3.0,1888,432,2336,840
19.0,4.0,2754,676,3194,1204
19.0,5.0,928,842,1328,1392
19.0,6.0,1658,710,1957,1219
19.0,7.0,1970,1200,2714,1576
19.0,8.0,2434,352,2810,688
19.0,9.0,2000,739,2354,1245
19.0,10.0,1424,1363,1952,1704
19.0,11.0,1392,1142,1736,1401
19.0,13.0,0,499,170,825
20.0,1.0,554,1003,1114,1492
20.0,2.0,1160,708,1576,1176
20.0,3.0,1880,439,2330,840
20.0,4.0,2760,664,3208,1209
20.0,5.0,914,840,1325,1408
20.0,6.0,1658,708,1965,1224
20.0,7.0,1970,1202,2690,1572
20.0,8.0,2416,350,2802,691
20.0,9.0,2000,736,2368,1257
20.0,10.0,1410,1356,1949,1704
20.0,11.0,1402,1144,1741,1396
20.0,13.0,8,494,186,828
21.0,1.0,546,1000,1122,1516
21.0,2.0,1160,708,1573,1161
21.0,3.0,1880,456,2325,842
21.0,4.0,2754,652,3213,1212
21.0,5.0,912,830,1330,1411
21.0,6.0,1658,698,1965,1216
21.0,7.0,2002,1204,2658,1540
21.0,8.0,2408,364,2792,696
21.0,9.0,1986,734,2365,1274
21.0,10.0,1402,1348,1957,1708
21.0,11.0,1410,1144,1762,1396
21.0,13.0,10,492,189,828
22.0,1.0,552,1003,1120,1528
22.0,2.0,1152,708,1584,1178
22.0,3.0,1880,460,2325,844
22.0,4.0,2752,648,3210,1214
22.0,5.0,904,830,1322,1411
22.0,6.0,1658,698,1962,1216
22.0,7.0,2026,1219,2642,1533
22.0,8.0,2392,364,2784,700
22.0,9.0,1984,744,2368,1284
22.0,10.0,1400,1344,1946,1704
22.0,11.0,1416,1147,1765,1392
22.0,13.0,10,492,194,828
23.0,1.0,570,996,1109,1500
23.0,2.0,1144,703,1578,1173
23.0,3.0,1872,456,2325,844
23.0,4.0,2752,648,3208,1224
23.0,5.0,904,830,1325,1413
23.0,6.0,1664,703,1968,1224
23.0,7.0,2034,1226,2653,1545
23.0,8.0,2384,379,2768,712
23.0,9.0,2000,748,2370,1264
23.0,10.0,1410,1336,1925,1665
23.0,11.0,1392,1144,1746,1384
23.0,13.0,10,492,197,823
24.0,1.0,594,1003,1098,1480
24.0,2.0,1144,710,1584,1176
24.0,3.0,1872,463,2322,844
24.0,4.0,2744,650,3200,1236
24.0,5.0,898,835,1341,1452
24.0,6.0,1664,703,1976,1236
24.0,7.0,2048,1231,2658,1548
24.0,8.0,2344,376,2765,748
24.0,9.0,2008,756,2373,1260
24.0,10.0,1416,1336,1922,1653
24.0,11.0,1362,1147,1746,1396
24.0,13.0,8,494,202,847
25.0,1.0,616,998,1096,1464
25.0,2.0,1162,708,1605,1176
25.0,3.0,1856,444,2328,840
25.0,4.0,2736,650,3192,1248
25.0,5.0,904,844,1352,1468
25.0,6.0,1664,715,1968,1236
25.0,7.0,2032,1236,2629,1548
25.0,8.0,2320,372,2754,760
25.0,9.0,1986,758,2357,1262
25.0,10.0,1408,1346,1901,1653
25.0,11.0,1344,1144,1754,1401
25.0,13.0,0,504,216,892
26.0,1.0,626,1003,1093,1461
26.0,2.0,1170,708,1618,1176
26.0,3.0,1850,439,2338,847
26.0,4.0,2744,648,3184,1228
26.0,5.0,912,852,1368,1492
26.0,6.0,1672,720,1970,1240
26.0,7.0,2040,1231,2632,1543
26.0,8.0,2312,372,2744,768
26.0,9.0,1984,756,2365,1260
26.0,10.0,1400,1348,1898,1653
26.0,11.0,1336,1144,1754,1396
26.0,13.0,0,516,216,909
26.0,12.0,1080,1588,1469,1980
27.0,1.0,648,1012,1098,1456
27.0,2.0,1170,696,1621,1164
27.0,3.0,1856,439,2338,840
27.0,4.0,2754,648,3178,1216
27.0,5.0,920,852,1376,1497
27.0,6.0,1680,715,1976,1228
27.0,7.0,2024,1236,2616,1552
27.0,8.0,2304,372,2733,770
27.0,9.0,2000,756,2378,1257
27.0,10.0,1392,1351,1890,1656
27.0,11.0,1328,1144,1752,1392
27.0,13.0,0,528,216,919
27.0,12.0,1082,1591,1469,1989
28.0,1.0,656,1003,1112,1459
28.0,2.0,1170,696,1629,1168
28.0,3.0,1850,444,2333,844
28.0,4.0,2760,652,3173,1209
28.0,5.0,938,852,1365,1464
28.0,6.0,1680,720,1973,1224
28.0,7.0,2050,1236,2634,1552
28.0,8.0,2312,386,2720,772
28.0,9.0,1994,756,2373,1260
28.0,10.0,1384,1351,1885,1653
28.0,11.0,1312,1147,1752,1396
28.0,13.0,0,532,210,916
28.0,12.0,1082,1591,1474,1992
29.0,1.0,658,1000,1109,1456
29.0,2.0,1170,691,1642,1180
29.0,3.0,1850,448,2325,840
29.0,4.0,2776,667,3176,1212
29.0,5.0,946,844,1362,1432
29.0,6.0,1680,720,1978,1240
29.0,7.0,2048,1238,2618,1550
29.0,8.0,2304,396,2701,772
29.0,9.0,1992,758,2397,1291
29.0,10.0,1378,1351,1885,1656
29.0,11.0,1306,1152,1754,1396
29.0,13.0,0,535,210,919
30.0,1.0,658,1000,1117,1468
30.0,2.0,1168,691,1648,1188
30.0,3.0,1848,456,2322,852
30.0,4.0,2776,674,3168,1214
30.0,5.0,952,847,1360,1428
30.0,6.0,1682,720,1981,1240
30.0,7.0,2050,1238,2618,1545
30.0,8.0,2312,412,2693,772
30.0,9.0,1994,758,2397,1291
30.0,10.0,1384,1356,1885,1656
30.0,11.0,1304,1164,1784,1420
30.0,13.0,0,523,210,919
31.0,1.0,642,1012,1130,1512
31.0,2.0,1168,698,1640,1192
31.0,3.0,1840,460,2322,861
31.0,4.0,2778,672,3170,1212
31.0,5.0,952,852,1360,1428
31.0,6.0,1688,720,1984,1240
31.0,7.0,2066,1238,2634,1543
31.0,8.0,2314,424,2685,777
31.0,9.0,2008,756,2402,1272
31.0,10.0,1384,1356,1896,1658
31.0,11.0,1296,1168,1792,1432
31.0,13.0,0,516,208,916
32.0,1.0,626,1022,1138,1557
32.0,2.0,1152,696,1626,1192
32.0,3.0,1834,470,2325,885
32.0,4.0,2784,672,3170,1216
32.0,5.0,952,852,1360,1428
32.0,6.0,1688,720,1986,1248
32.0,7.0,2072,1238,2645,1545
32.0,8.0,2312,432,2698,796
32.0,9.0,2016,751,2408,1260
32.0,10.0,1384,1351,1898,1656
32.0,11.0,1290,1168,1765,1413
32.0,13.0,0,494,216,919
33.0,1.0,626,1032,1133,1572
33.0,2.0,1144,684,1610,1180
33.0,3.0,1832,470,2336,904
33.0,4.0,2786,674,3170,1214
33.0,5.0,952,852,1360,1428
33.0,6.0,1672,720,2000,1300
33.0,7.0,2058,1238,2621,1543
33.0,8.0,2304,436,2714,825
33.0,9.0,2024,756,2413,1250
33.0,10.0,1386,1356,1901,1658
33.0,11.0,1264,1166,1762,1420
33.0,13.0,0,487,216,916
34.0,1.0,624,1032,1144,1593
34.0,2.0,1146,696,1597,1183
34.0,3.0,1848,484,2338,912
34.0,4.0,2794,676,3173,1216
34.0,5.0,952,852,1362,1428
34.0,6.0,1682,710,1989,1264
34.0,7.0,2048,1238,2616,1548
34.0,8.0,2306,439,2725,837
34.0,9.0,2024,758,2408,1248
34.0,10.0,1386,1351,1909,1663
34.0,11.0,1272,1164,1797,1428
34.0,13.0,0,494,216,936
35.0,1.0,632,1044,1130,1586
35.0,2.0,1160,703,1608,1192
35.0,3.0,1850,484,2338,912
35.0,4.0,2810,688,3181,1216
35.0,5.0,952,852,1376,1440
35.0,6.0,1688,708,1989,1243
35.0,7.0,2040,1236,2616,1552
35.0,8.0,2314,451,2725,840
35.0,9.0,2032,758,2416,1250
35.0,10.0,1392,1351,1914,1660
35.0,11.0,1266,1164,1786,1416
35.0,13.0,0,504,224,969
36.0,1.0,632,1039,1117,1569
36.0,2.0,1168,708,1613,1200
36.0,3.0,1848,472,2338,916
36.0,4.0,2816,696,3181,1214
36.0,5.0,944,852,1376,1452
36.0,6.0,1690,700,1986,1233
36.0,7.0,2056,1224,2650,1552
36.0,8.0,2312,446,2728,840
36.0,9.0,2032,760,2418,1245
36.0,10.0,1392,1351,1920,1660
36.0,11.0,1290,1168,1802,1413
36.0,13.0,0,516,232,998
36.0,12.0,1096,1615,1474,2011
37.0,1.0,648,1048,1104,1548
37.0,2.0,1184,708,1618,1200
37.0,3.0,1842,480,2322,926
37.0,4.0,2824,708,3181,1219
37.0,5.0,944,847,1381,1459
37.0,6.0,1696,708,1986,1236
37.0,7.0,2056,1212,2666,1552
37.0,8.0,2304,444,2720,840
37.0,9.0,2032,768,2429,1267
37.0,10.0,1386,1346,1922,1660
37.0,11.0,1298,1168,1818,1420
37.0,13.0,0,518,240,1008
37.0,12.0,1098,1608,1469,2001
38.0,1.0,664,1058,1106,1540
38.0,2.0,1194,703,1618,1188
38.0,3.0,1848,480,2304,916
38.0,4.0,2832,712,3178,1216
38.0,5.0,938,844,1386,1473
38.0,6.0,1696,708,1986,1233
38.0,7.0,2034,1202,2661,1562
38.0,8.0,2304,444,2712,840
38.0,9.0,2026,768,2442,1296
38.0,10.0,1386,1351,1914,1656
38.0,11.0,1298,1164,1818,1408
38.0,13.0,0,516,248,1020
38.0,12.0,1098,1598,1477,2001
39.0,1.0,672,1068,1106,1536
39.0,2.0,1202,703,1613,1176
39.0,3.0,1856,482,2290,919
39.0,4.0,2832,720,3178,1216
39.0,5.0,944,842,1384,1468
39.0,6.0,1696,708,1989,1240
39.0,7.0,2016,1192,2653,1564
39.0,8.0,2304,444,2709,844
39.0,9.0,2026,763,2445,1296
39.0,10.0,1384,1356,1912,1658
39.0,11.0,1288,1147,1818,1399
39.0,13.0,0,508,256,1020
40.0,1.0,674,1080,1101,1540
40.0,2.0,1208,708,1608,1171
40.0,3.0,1864,484,2282,912
40.0,4.0,2840,756,3160,1214
40.0,5.0,952,840,1381,1452
40.0,6.0,1696,703,1992,1240
40.0,7.0,2034,1212,2629,1564
40.0,8.0,2296,456,2680,844
40.0,9.0,2032,763,2448,1296
40.0,10.0,1384,1356,1920,1660
40.0,11.0,1296,1142,1840,1401
40.0,13.0,0,506,256,1024
40.0,12.0,1104,1596,1482,2001
41.0,1.0,680,1096,1096,1540
41.0,2.0,1194,698,1597,1171
41.0,3.0,1872,482,2280,919
41.0,4.0,2834,744,3162,1216
41.0,5.0,954,842,1378,1444
41.0,6.0,1696,700,1994,1245
41.0,7.0,2056,1224,2624,1562
41.0,8.0,2298,475,2653,840
41.0,9.0,2026,806,2402,1293
41.0,10.0,1384,1358,1920,1660
41.0,11.0,1258,1118,1845,1399
41.0,13.0,0,506,256,1024
41.0,12.0,1112,1596,1480,1992
42.0,1.0,674,1099,1098,1548
42.0,2.0,1186,696,1597,1171
42.0,3.0,1880,482,2280,921
42.0,4.0,2832,744,3162,1219
42.0,5.0,962,844,1381,1437
42.0,6.0,1696,698,1992,1243
42.0,7.0,2024,1188,2648,1572
42.0,8.0,2304,499,2640,849
42.0,9.0,2032,780,2413,1274
42.0,10.0,1386,1356,1925,1656
42.0,11.0,1234,1111,1842,1401
42.0,13.0,0,508,250,1017
43.0,1.0,666,1084,1109,1548
43.0,2.0,1184,696,1600,1180
43.0,3.0,1888,484,2277,916
43.0,4.0,2832,744,3162,1224
43.0,5.0,962,847,1381,1440
43.0,6.0,1696,698,1994,1257
43.0,7.0,2008,1171,2642,1572
43.0,8.0,2296,516,2634,878
43.0,9.0,2032,816,2384,1274
43.0,10.0,1384,1356,1936,1665
43.0,11.0,1242,1140,1813,1408
43.0,13.0,0,516,250,1048
44.0,1.0,680,1082,1128,1548
44.0,2.0,1178,698,1597,1185
44.0,3.0,1904,487,2282,919
44.0,4.0,2816,744,3162,1248
44.0,5.0,962,847,1381,1440
44.0,6.0,1696,708,1994,1262
44.0,7.0,2008,1166,2634,1576
44.0,8.0,2288,520,2626,888
44.0,9.0,2016,796,2384,1288
44.0,10.0,1376,1356,1933,1668
44.0,11.0,1248,1159,1800,1413
44.0,13.0,0,528,248,1063
45.0,1.0,728,1094,1170,1545
45.0,2.0,1178,708,1594,1190
45.0,3.0,1912,494,2282,919
45.0,4.0,2802,748,3149,1252
45.0,5.0,960,847,1378,1440
45.0,6.0,1696,700,1994,1264
45.0,7.0,2008,1164,2621,1576
45.0,8.0,2288,520,2626,900
45.0,9.0,2024,816,2376,1288
45.0,10.0,1370,1351,1933,1668
45.0,11.0,1224,1164,1800,1425
45.0,13.0,0,530,240,1065
46.0,1.0,754,1072,1226,1552
46.0,2.0,1178,708,1594,1192
46.0,3.0,1922,496,2285,916
46.0,4.0,2778,746,3130,1257
46.0,5.0,954,852,1386,1468
46.0,6.0,1696,700,2000,1281
46.0,7.0,2018,1164,2602,1569
46.0,8.0,2282,511,2626,900
46.0,9.0,2002,780,2394,1320
46.0,10.0,1368,1348,1930,1665
46.0,11.0,1226,1166,1786,1413
46.0,13.0,0,532,234,1068
47.0,1.0,746,1058,1242,1555
47.0,2.0,1178,708,1589,1188
47.0,3.0,1928,496,2288,912
47.0,4.0,2768,756,3120,1260
47.0,5.0,960,852,1389,1456
47.0,6.0,1696,712,1997,1284
47.0,7.0,2024,1164,2594,1572
47.0,8.0,2288,506,2626,904
47.0,9.0,1992,760,2402,1341
47.0,10.0,1368,1344,1936,1665
47.0,11.0,1232,1164,1792,1404
47.0,13.0,0,540,232,1068
48.0,1.0,722,1051,1234,1552
48.0,2.0,1184,708,1594,1188
48.0,3.0,1936,504,2296,919
48.0,4.0,2768,768,3117,1260
48.0,5.0,962,844,1378,1437
48.0,6.0,1698,715,1994,1281
48.0,7.0,2056,1212,2562,1574
48.0,8.0,2296,516,2624,900
48.0,9.0,1992,756,2400,1339
48.0,10.0,1360,1344,1936,1668
48.0,11.0,1192,1156,1797,1413
48.0,13.0,0,540,232,1068
49.0,1.0,720,1063,1234,1560
49.0,2.0,1186,720,1589,1188
49.0,3.0,1936,504,2296,916
49.0,4.0,2770,768,3125,1260
49.0,5.0,968,844,1376,1425
49.0,6.0,1704,708,1994,1260
49.0,7.0,2066,1236,2546,1584
49.0,8.0,2312,530,2624,900
49.0,9.0,1994,756,2381,1312
49.0,10.0,1346,1339,1925,1668
49.0,11.0,1208,1159,1805,1408
49.0,13.0,0,542,226,1070
50.0,1.0,706,1058,1229,1552
50.0,2.0,1186,722,1581,1185
50.0,3.0,1920,504,2288,921
50.0,4.0,2770,768,3130,1260
50.0,5.0,960,847,1360,1416
50.0,6.0,1704,703,1989,1248
50.0,7.0,2074,1248,2533,1584
50.0,8.0,2314,552,2629,928
50.0,9.0,2008,756,2381,1291
50.0,10.0,1338,1344,1925,1670
50.0,11.0,1186,1152,1805,1404
50.0,13.0,0,544,224,1068
51.0,1.0,690,1068,1213,1548
51.0,2.0,1186,720,1589,1185
51.0,3.0,1906,506,2277,919
51.0,4.0,2760,768,3136,1272
51.0,5.0,962,852,1357,1408
51.0,6.0,1704,698,1992,1252
51.0,7.0,2088,1250,2522,1569
51.0,8.0,2330,564,2642,940
51.0,9.0,2008,758,2370,1284
51.0,10.0,1330,1339,1925,1668
51.0,11.0,1192,1152,1813,1404
51.0,13.0,0,542,224,1070
51.0,12.0,1112,1588,1472,1977
52.0,1.0,682,1075,1197,1543
52.0,2.0,1168,715,1616,1243
52.0,3.0,1904,516,2280,916
52.0,4.0,2760,780,3138,1276
52.0,5.0,962,852,1357,1411
52.0,6.0,1706,696,1994,1245
52.0,7.0,2096,1250,2536,1572
52.0,8.0,2346,571,2653,945
52.0,9.0,2010,760,2365,1269
52.0,10.0,1344,1344,1944,1670
52.0,11.0,1202,1154,1813,1394
52.0,13.0,0,547,218,1068
52.0,12.0,1106,1584,1469,1980
53.0,1.0,680,1072,1200,1536
53.0,2.0,1184,715,1602,1207
53.0,3.0,1904,523,2277,912
53.0,4.0,2746,780,3149,1310
53.0,5.0,960,852,1354,1408
53.0,6.0,1704,691,1994,1255
53.0,7.0,2104,1250,2538,1567
53.0,8.0,2362,568,2669,945
53.0,9.0,2008,760,2362,1272
53.0,10.0,1352,1344,1946,1668
53.0,11.0,1200,1156,1818,1389
53.0,13.0,0,556,216,1065
53.0,12.0,1112,1584,1477,1984
54.0,1.0,680,1072,1205,1533
54.0,2.0,1192,715,1594,1183
54.0,3.0,1904,532,2274,909
54.0,4.0,2746,782,3165,1327
54.0,5.0,954,852,1357,1420
54.0,6.0,1704,686,1992,1243
54.0,7.0,2128,1250,2584,1572
54.0,8.0,2368,552,2688,948
54.0,9.0,2002,758,2357,1272
54.0,10.0,1346,1344,1949,1668
54.0,11.0,1208,1154,1834,1389
54.0,13.0,0,576,210,1072
54.0,12.0,1112,1584,1477,1982
55.0,1.0,674,1072,1205,1540
55.0,2.0,1208,727,1592,1171
55.0,3.0,1898,542,2277,919
55.0,4.0,2752,784,3176,1332
55.0,5.0,952,847,1360,1425
55.0,6.0,1704,684,2000,1260
55.0,7.0,2114,1248,2578,1572
55.0,8.0,2378,544,2693,936
55.0,9.0,2000,756,2362,1276
55.0,10.0,1346,1336,1954,1665
55.0,11.0,1192,1144,1842,1384
55.0,13.0,0,588,218,1101
55.0,12.0,1114,1584,1474,1980
56.0,1.0,672,1080,1200,1543
56.0,2.0,1208,710,1605,1166
56.0,3.0,1896,540,2288,921
56.0,4.0,2744,782,3189,1358
56.0,5.0,944,847,1357,1435
56.0,6.0,1704,676,1997,1240
56.0,7.0,2122,1243,2605,1572
56.0,8.0,2400,578,2688,940
56.0,9.0,1992,758,2352,1272
56.0,10.0,1346,1339,1949,1663
56.0,11.0,1176,1130,1864,1382
56.0,13.0,0,600,224,1108
56.0,12.0,1114,1584,1469,1977
57.0,1.0,672,1072,1197,1528
57.0,2.0,1224,715,1616,1161
57.0,3.0,1888,532,2293,921
57.0,4.0,2738,780,3189,1368
57.0,5.0,936,852,1365,1466
57.0,6.0,1704,679,1997,1248
57.0,7.0,2120,1236,2624,1576
57.0,8.0,2392,578,2704,974
57.0,9.0,1986,760,2349,1276
57.0,10.0,1352,1344,1952,1663
57.0,11.0,1168,1128,1872,1384
57.0,13.0,2,612,226,1113
57.0,12.0,1120,1596,1469,1980
58.0,1.0,680,1080,1200,1536
58.0,2.0,1232,722,1624,1168
58.0,3.0,1882,532,2301,928
58.0,4.0,2728,763,3186,1372
58.0,5.0,944,859,1362,1461
58.0,6.0,1704,684,2000,1267
58.0,7.0,2122,1238,2629,1576
58.0,8.0,2384,600,2706,1008
58.0,9.0,1992,770,2360,1281
58.0,10.0,1346,1348,1949,1665
58.0,11.0,1168,1135,1864,1387
58.0,13.0,8,619,232,1116
59.0,1.0,680,1080,1208,1543
59.0,2.0,1232,727,1621,1173
59.0,3.0,1874,520,2309,924
59.0,4.0,2714,756,3170,1372
59.0,5.0,960,864,1357,1430
59.0,6.0,1704,676,2002,1264
59.0,7.0,2120,1243,2637,1584
59.0,8.0,2384,624,2696,1024
59.0,9.0,1986,780,2365,1298
59.0,10.0,1344,1351,1949,1668
59.0,11.0,1160,1142,1864,1396
59.0,13.0,10,626,237,1123
60.0,1.0,680,1080,1210,1548
60.0,2.0,1234,724,1621,1168
60.0,3.0,1866,516,2309,928
60.0,4.0,2704,746,3160,1382
60.0,5.0,962,864,1357,1428
60.0,6.0,1704,684,2000,1262
60.0,7.0,2120,1250,2634,1584
60.0,8.0,2384,636,2690,1032
60.0,9.0,1978,854,2333,1336
60.0,10.0,1344,1356,1946,1668
60.0,11.0,1144,1135,1885,1401
60.0,13.0,10,619,242,1123
61.0,1.0,674,1080,1213,1550
61.0,2.0,1240,727,1632,1180
61.0,3.0,1864,516,2320,936
61.0,4.0,2704,751,3160,1404
61.0,5.0,962,864,1357,1420
61.0,6.0,1704,684,2000,1260
61.0,7.0,2120,1252,2634,1576
